          	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	           2	
        time	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,6	 HRF HbR,1,6	 HRF HbT,1,6	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,7	 HRF HbR,2,7	 HRF HbT,2,7	 HRF HbO,3,2	 HRF HbR,3,2	 HRF HbT,3,2	 HRF HbO,3,3	 HRF HbR,3,3	 HRF HbT,3,3	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,3	 HRF HbR,4,3	 HRF HbT,4,3	 HRF HbO,4,4	 HRF HbR,4,4	 HRF HbT,4,4	 HRF HbO,4,9	 HRF HbR,4,9	 HRF HbT,4,9	 HRF HbO,5,4	 HRF HbR,5,4	 HRF HbT,5,4	HRF HbO,5,10	HRF HbR,5,10	HRF HbT,5,10	 HRF HbO,6,5	 HRF HbR,6,5	 HRF HbT,6,5	HRF HbO,6,11	HRF HbR,6,11	HRF HbT,6,11	 HRF HbO,7,1	 HRF HbR,7,1	 HRF HbT,7,1	 HRF HbO,7,6	 HRF HbR,7,6	 HRF HbT,7,6	HRF HbO,7,12	HRF HbR,7,12	HRF HbT,7,12	HRF HbO,7,13	HRF HbR,7,13	HRF HbT,7,13	 HRF HbO,8,2	 HRF HbR,8,2	 HRF HbT,8,2	 HRF HbO,8,7	 HRF HbR,8,7	 HRF HbT,8,7	 HRF HbO,8,8	 HRF HbR,8,8	 HRF HbT,8,8	 HRF HbO,9,3	 HRF HbR,9,3	 HRF HbT,9,3	 HRF HbO,9,8	 HRF HbR,9,8	 HRF HbT,9,8	 HRF HbO,9,9	 HRF HbR,9,9	 HRF HbT,9,9	HRF HbO,10,4	HRF HbR,10,4	HRF HbT,10,4	HRF HbO,10,9	HRF HbR,10,9	HRF HbT,10,9	HRF HbO,10,10	HRF HbR,10,10	HRF HbT,10,10	HRF HbO,11,5	HRF HbR,11,5	HRF HbT,11,5	HRF HbO,11,11	HRF HbR,11,11	HRF HbT,11,11	HRF HbO,12,12	HRF HbR,12,12	HRF HbT,12,12	HRF HbO,12,13	HRF HbR,12,13	HRF HbT,12,13	HRF HbO,13,11	HRF HbR,13,11	HRF HbT,13,11	HRF HbO,13,14	HRF HbR,13,14	HRF HbT,13,14	HRF HbO,14,11	HRF HbR,14,11	HRF HbT,14,11	HRF HbO,14,14	HRF HbR,14,14	HRF HbT,14,14	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,6	 HRF HbR,1,6	 HRF HbT,1,6	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,7	 HRF HbR,2,7	 HRF HbT,2,7	 HRF HbO,3,2	 HRF HbR,3,2	 HRF HbT,3,2	 HRF HbO,3,3	 HRF HbR,3,3	 HRF HbT,3,3	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,3	 HRF HbR,4,3	 HRF HbT,4,3	 HRF HbO,4,4	 HRF HbR,4,4	 HRF HbT,4,4	 HRF HbO,4,9	 HRF HbR,4,9	 HRF HbT,4,9	 HRF HbO,5,4	 HRF HbR,5,4	 HRF HbT,5,4	HRF HbO,5,10	HRF HbR,5,10	HRF HbT,5,10	 HRF HbO,6,5	 HRF HbR,6,5	 HRF HbT,6,5	HRF HbO,6,11	HRF HbR,6,11	HRF HbT,6,11	 HRF HbO,7,1	 HRF HbR,7,1	 HRF HbT,7,1	 HRF HbO,7,6	 HRF HbR,7,6	 HRF HbT,7,6	HRF HbO,7,12	HRF HbR,7,12	HRF HbT,7,12	HRF HbO,7,13	HRF HbR,7,13	HRF HbT,7,13	 HRF HbO,8,2	 HRF HbR,8,2	 HRF HbT,8,2	 HRF HbO,8,7	 HRF HbR,8,7	 HRF HbT,8,7	 HRF HbO,8,8	 HRF HbR,8,8	 HRF HbT,8,8	 HRF HbO,9,3	 HRF HbR,9,3	 HRF HbT,9,3	 HRF HbO,9,8	 HRF HbR,9,8	 HRF HbT,9,8	 HRF HbO,9,9	 HRF HbR,9,9	 HRF HbT,9,9	HRF HbO,10,4	HRF HbR,10,4	HRF HbT,10,4	HRF HbO,10,9	HRF HbR,10,9	HRF HbT,10,9	HRF HbO,10,10	HRF HbR,10,10	HRF HbT,10,10	HRF HbO,11,5	HRF HbR,11,5	HRF HbT,11,5	HRF HbO,11,11	HRF HbR,11,11	HRF HbT,11,11	HRF HbO,12,12	HRF HbR,12,12	HRF HbT,12,12	HRF HbO,12,13	HRF HbR,12,13	HRF HbT,12,13	HRF HbO,13,11	HRF HbR,13,11	HRF HbT,13,11	HRF HbO,13,14	HRF HbR,13,14	HRF HbT,13,14	HRF HbO,14,11	HRF HbR,14,11	HRF HbT,14,11	HRF HbO,14,14	HRF HbR,14,14	HRF HbT,14,14	
      -5.000	-3.44102e-06	 2.40156e-06	-1.03946e-06	-3.17375e-06	 1.53520e-06	-1.63856e-06	-1.52285e-06	-1.75730e-06	-3.28015e-06	 5.15316e-06	-3.87746e-06	 1.27570e-06	-7.95260e-06	 5.88391e-06	-2.06870e-06	-6.01977e-06	 3.87720e-06	-2.14257e-06	-9.87487e-06	 5.42778e-06	-4.44709e-06	-4.47982e-06	 2.73847e-06	-1.74136e-06	-4.49856e-06	 2.03360e-06	-2.46496e-06	-3.64709e-06	 2.63720e-06	-1.00989e-06	-7.91653e-07	 2.61701e-07	-5.29951e-07	 6.54162e-06	-1.55184e-05	-8.97682e-06	 2.54529e-06	-3.88976e-06	-1.34447e-06	 2.30907e-06	-5.71290e-06	-3.40382e-06	 6.78928e-07	-5.06897e-07	 1.72031e-07	 3.72629e-07	 3.03358e-07	 6.75986e-07	 4.70965e-07	-2.13500e-07	 2.57464e-07	-8.53950e-07	 5.45891e-07	-3.08059e-07	-5.22262e-06	 1.87462e-06	-3.34800e-06	 6.11648e-07	-1.17465e-06	-5.63005e-07	-3.26136e-06	 7.37825e-07	-2.52354e-06	-2.54301e-06	 1.61286e-06	-9.30153e-07	-4.90844e-06	 2.53317e-06	-2.37527e-06	-2.90746e-06	 2.17590e-06	-7.31569e-07	-1.33529e-05	 7.66784e-06	-5.68508e-06	-4.44094e-06	 2.47639e-06	-1.96455e-06	-5.87176e-06	-4.52369e-06	-1.03955e-05	 9.86021e-07	-5.42582e-07	 4.43440e-07	 2.55544e-06	-4.17988e-06	-1.62445e-06	 1.81715e-06	 1.17842e-07	 1.93500e-06	-1.84876e-06	 1.73850e-06	-1.10266e-07	 1.62979e-06	-2.43777e-06	-8.07980e-07	 2.78176e-06	-1.75810e-06	 1.02366e-06	 3.70294e-06	-3.61479e-06	 8.81494e-08	 1.27762e-06	-3.40664e-07	 9.36960e-07	-2.99669e-06	 2.38937e-06	-6.07327e-07	-4.89594e-06	 2.82428e-06	-2.07166e-06	-5.41353e-06	 3.95864e-06	-1.45489e-06	-4.24770e-06	 2.76757e-06	-1.48012e-06	-4.65769e-06	 1.51107e-06	-3.14662e-06	-1.06319e-05	 5.46624e-06	-5.16565e-06	-4.44088e-06	-1.09497e-06	-5.53585e-06	-1.07969e-05	 4.47896e-06	-6.31799e-06	-1.87778e-05	 7.17039e-06	-1.16074e-05	-1.20990e-05	 4.20583e-06	-7.89318e-06	-9.78717e-06	 5.18627e-06	-4.60089e-06	-8.60178e-06	 7.98543e-06	-6.16343e-07	-1.60413e-07	-4.33756e-06	-4.49797e-06	-5.23508e-06	 7.07020e-06	 1.83512e-06	-8.65124e-06	 5.24193e-06	-3.40931e-06	-6.72878e-06	 4.62412e-06	-2.10466e-06	-7.04992e-06	 3.74089e-06	-3.30902e-06	-3.99470e-06	 1.86307e-06	-2.13163e-06	-6.19082e-06	-1.99384e-06	-8.18465e-06	-9.76859e-06	 3.39835e-06	-6.37024e-06	-2.86872e-06	 1.92067e-07	-2.67665e-06	-7.93873e-06	 3.98021e-06	-3.95851e-06	-7.28830e-06	 2.73412e-06	-4.55417e-06	-2.84310e-06	 2.28896e-07	-2.61421e-06	-1.09559e-05	 4.11449e-06	-6.84144e-06	-9.46537e-06	 3.10732e-06	-6.35805e-06	-1.77274e-05	 1.24195e-05	-5.30796e-06	 2.01997e-08	-1.65953e-07	-1.45753e-07	-8.54091e-06	 5.93747e-06	-2.60344e-06	-2.51258e-07	 3.35504e-07	 8.42459e-08	 2.55562e-06	-2.04862e-06	 5.07000e-07	-5.57362e-06	 3.19548e-06	-2.37815e-06	-6.66061e-06	 2.88010e-06	-3.78051e-06	-6.29634e-06	 2.28453e-06	-4.01181e-06	 1.87511e-07	-1.45888e-06	-1.27137e-06	
      -4.909	-3.33710e-06	 2.32795e-06	-1.00915e-06	-3.06920e-06	 1.48101e-06	-1.58819e-06	-1.47773e-06	-1.66820e-06	-3.14593e-06	 4.95422e-06	-3.72166e-06	 1.23256e-06	-7.68315e-06	 5.67936e-06	-2.00379e-06	-5.83029e-06	 3.73472e-06	-2.09557e-06	-9.54334e-06	 5.24226e-06	-4.30107e-06	-4.37631e-06	 2.65419e-06	-1.72212e-06	-4.39384e-06	 1.97908e-06	-2.41475e-06	-3.54332e-06	 2.55223e-06	-9.91086e-07	-7.97107e-07	 2.63587e-07	-5.33520e-07	 6.29255e-06	-1.49519e-05	-8.65933e-06	 2.42095e-06	-3.72776e-06	-1.30680e-06	 2.24013e-06	-5.51908e-06	-3.27895e-06	 6.21641e-07	-4.69163e-07	 1.52477e-07	 3.65622e-07	 2.91096e-07	 6.56718e-07	 4.77651e-07	-2.10338e-07	 2.67313e-07	-8.58325e-07	 5.45809e-07	-3.12516e-07	-5.07493e-06	 1.83390e-06	-3.24103e-06	 5.37955e-07	-1.10578e-06	-5.67830e-07	-3.19298e-06	 7.16427e-07	-2.47656e-06	-2.45309e-06	 1.54768e-06	-9.05410e-07	-4.74192e-06	 2.44305e-06	-2.29888e-06	-2.80925e-06	 2.09222e-06	-7.17037e-07	-1.28675e-05	 7.39162e-06	-5.47583e-06	-4.31486e-06	 2.40120e-06	-1.91367e-06	-5.72454e-06	-4.33120e-06	-1.00557e-05	 9.07945e-07	-5.00213e-07	 4.07732e-07	 2.46400e-06	-4.04671e-06	-1.58271e-06	 1.74283e-06	 1.20831e-07	 1.86366e-06	-1.80016e-06	 1.69294e-06	-1.07227e-07	 1.59634e-06	-2.37303e-06	-7.76689e-07	 2.68687e-06	-1.70090e-06	 9.85978e-07	 3.57972e-06	-3.50234e-06	 7.73822e-08	 1.21417e-06	-3.12046e-07	 9.02129e-07	-2.85933e-06	 2.28343e-06	-5.75899e-07	-4.70281e-06	 2.71567e-06	-1.98714e-06	-5.31943e-06	 3.88395e-06	-1.43547e-06	-4.12244e-06	 2.68091e-06	-1.44152e-06	-4.50968e-06	 1.48610e-06	-3.02357e-06	-1.02310e-05	 5.27646e-06	-4.95455e-06	-4.27869e-06	-1.05966e-06	-5.33835e-06	-1.03781e-05	 4.31580e-06	-6.06231e-06	-1.80541e-05	 6.91053e-06	-1.11436e-05	-1.16361e-05	 4.04631e-06	-7.58981e-06	-9.41762e-06	 5.00411e-06	-4.41351e-06	-8.30702e-06	 7.73479e-06	-5.72234e-07	-1.14075e-07	-4.23185e-06	-4.34593e-06	-4.96320e-06	 6.69887e-06	 1.73567e-06	-8.30607e-06	 5.03333e-06	-3.27274e-06	-6.44484e-06	 4.42691e-06	-2.01793e-06	-6.74146e-06	 3.57910e-06	-3.16235e-06	-3.79972e-06	 1.76928e-06	-2.03043e-06	-6.01534e-06	-1.88208e-06	-7.89743e-06	-9.39387e-06	 3.27300e-06	-6.12087e-06	-2.71986e-06	 1.73311e-07	-2.54655e-06	-7.64191e-06	 3.83646e-06	-3.80546e-06	-7.02623e-06	 2.63308e-06	-4.39315e-06	-2.67309e-06	 1.82297e-07	-2.49079e-06	-1.05045e-05	 3.93713e-06	-6.56733e-06	-9.06488e-06	 2.97162e-06	-6.09326e-06	-1.70231e-05	 1.19360e-05	-5.08718e-06	 3.13479e-08	-1.65426e-07	-1.34078e-07	-8.20008e-06	 5.68784e-06	-2.51224e-06	-1.74348e-07	 2.83312e-07	 1.08964e-07	 2.49713e-06	-2.00458e-06	 4.92547e-07	-5.29691e-06	 3.01793e-06	-2.27897e-06	-6.36801e-06	 2.74972e-06	-3.61829e-06	-6.03364e-06	 2.17384e-06	-3.85980e-06	 1.91357e-07	-1.41798e-06	-1.22662e-06	
      -4.818	-3.23165e-06	 2.25332e-06	-9.78324e-07	-2.96368e-06	 1.42656e-06	-1.53712e-06	-1.43207e-06	-1.58021e-06	-3.01229e-06	 4.75531e-06	-3.56626e-06	 1.18905e-06	-7.41213e-06	 5.47379e-06	-1.93834e-06	-5.63891e-06	 3.59202e-06	-2.04689e-06	-9.20939e-06	 5.05560e-06	-4.15379e-06	-4.26927e-06	 2.56889e-06	-1.70038e-06	-4.28571e-06	 1.92340e-06	-2.36231e-06	-3.43772e-06	 2.46650e-06	-9.71215e-07	-8.00587e-07	 2.64793e-07	-5.35794e-07	 6.04353e-06	-1.43843e-05	-8.34072e-06	 2.29812e-06	-3.56661e-06	-1.26849e-06	 2.17016e-06	-5.32412e-06	-3.15396e-06	 5.66085e-07	-4.32445e-07	 1.33641e-07	 3.58134e-07	 2.78934e-07	 6.37067e-07	 4.82987e-07	-2.06896e-07	 2.76090e-07	-8.60599e-07	 5.44535e-07	-3.16064e-07	-4.92453e-06	 1.79151e-06	-3.13302e-06	 4.66949e-07	-1.03825e-06	-5.71299e-07	-3.12162e-06	 6.94614e-07	-2.42701e-06	-2.36287e-06	 1.48277e-06	-8.80095e-07	-4.57427e-06	 2.35254e-06	-2.22172e-06	-2.71043e-06	 2.00861e-06	-7.01826e-07	-1.23809e-05	 7.11468e-06	-5.26625e-06	-4.18651e-06	 2.32505e-06	-1.86146e-06	-5.57301e-06	-4.14013e-06	-9.71314e-06	 8.31918e-07	-4.58931e-07	 3.72986e-07	 2.37233e-06	-3.91221e-06	-1.53989e-06	 1.66885e-06	 1.23346e-07	 1.79220e-06	-1.75025e-06	 1.64615e-06	-1.04091e-07	 1.56129e-06	-2.30675e-06	-7.45461e-07	 2.59126e-06	-1.64304e-06	 9.48220e-07	 3.45553e-06	-3.38851e-06	 6.70253e-08	 1.15155e-06	-2.84276e-07	 8.67276e-07	-2.72331e-06	 2.17835e-06	-5.44966e-07	-4.51006e-06	 2.60711e-06	-1.90296e-06	-5.21947e-06	 3.80526e-06	-1.41421e-06	-3.99555e-06	 2.59353e-06	-1.40202e-06	-4.36014e-06	 1.45928e-06	-2.90086e-06	-9.83009e-06	 5.08576e-06	-4.74433e-06	-4.11607e-06	-1.02405e-06	-5.14012e-06	-9.96026e-06	 4.15246e-06	-5.80780e-06	-1.73313e-05	 6.65009e-06	-1.06812e-05	-1.11736e-05	 3.88684e-06	-7.28678e-06	-9.04835e-06	 4.82129e-06	-4.22706e-06	-8.01095e-06	 7.48162e-06	-5.29328e-07	-6.98573e-08	-4.12293e-06	-4.19279e-06	-4.69505e-06	 6.33275e-06	 1.63769e-06	-7.96162e-06	 4.82513e-06	-3.13649e-06	-6.16241e-06	 4.23085e-06	-1.93157e-06	-6.43516e-06	 3.41834e-06	-3.01682e-06	-3.60698e-06	 1.67668e-06	-1.93030e-06	-5.83679e-06	-1.77224e-06	-7.60903e-06	-9.01942e-06	 3.14743e-06	-5.87199e-06	-2.57336e-06	 1.55136e-07	-2.41822e-06	-7.34499e-06	 3.69240e-06	-3.65259e-06	-6.76347e-06	 2.53188e-06	-4.23160e-06	-2.50650e-06	 1.37595e-07	-2.36890e-06	-1.00550e-05	 3.76095e-06	-6.29401e-06	-8.66671e-06	 2.83686e-06	-5.82984e-06	-1.63206e-05	 1.14531e-05	-4.86751e-06	 4.18060e-08	-1.64569e-07	-1.22763e-07	-7.85993e-06	 5.43933e-06	-2.42060e-06	-1.01085e-07	 2.33218e-07	 1.32133e-07	 2.43669e-06	-1.95882e-06	 4.77872e-07	-5.02369e-06	 2.84340e-06	-2.18029e-06	-6.07734e-06	 2.62031e-06	-3.45703e-06	-5.77202e-06	 2.06435e-06	-3.70768e-06	 1.94921e-07	-1.37646e-06	-1.18154e-06	
      -4.727	-3.12466e-06	 2.17768e-06	-9.46978e-07	-2.85720e-06	 1.37184e-06	-1.48536e-06	-1.38588e-06	-1.49335e-06	-2.87923e-06	 4.55646e-06	-3.41129e-06	 1.14517e-06	-7.13954e-06	 5.26721e-06	-1.87233e-06	-5.44562e-06	 3.44910e-06	-1.99652e-06	-8.87307e-06	 4.86780e-06	-4.00527e-06	-4.15869e-06	 2.48257e-06	-1.67611e-06	-4.17416e-06	 1.86655e-06	-2.30761e-06	-3.33029e-06	 2.38002e-06	-9.50277e-07	-8.02090e-07	 2.65320e-07	-5.36770e-07	 5.79459e-06	-1.38156e-05	-8.02100e-06	 2.17681e-06	-3.40633e-06	-1.22951e-06	 2.09915e-06	-5.12803e-06	-3.02887e-06	 5.12272e-07	-3.96748e-07	 1.15525e-07	 3.50171e-07	 2.66867e-07	 6.17038e-07	 4.86965e-07	-2.03175e-07	 2.83790e-07	-8.60771e-07	 5.42070e-07	-3.18701e-07	-4.77142e-06	 1.74744e-06	-3.02398e-06	 3.98651e-07	-9.72055e-07	-5.73403e-07	-3.04726e-06	 6.72389e-07	-2.37488e-06	-2.27235e-06	 1.41814e-06	-8.54208e-07	-4.40549e-06	 2.26167e-06	-2.14382e-06	-2.61100e-06	 1.92507e-06	-6.85930e-07	-1.18934e-05	 6.83704e-06	-5.05636e-06	-4.05588e-06	 2.24794e-06	-1.80794e-06	-5.41720e-06	-3.95048e-06	-9.36768e-06	 7.57966e-07	-4.18752e-07	 3.39214e-07	 2.28041e-06	-3.77639e-06	-1.49598e-06	 1.59522e-06	 1.25388e-07	 1.72061e-06	-1.69902e-06	 1.59816e-06	-1.00861e-07	 1.52464e-06	-2.23894e-06	-7.14296e-07	 2.49493e-06	-1.58454e-06	 9.10390e-07	 3.33039e-06	-3.27331e-06	 5.70804e-08	 1.08976e-06	-2.57360e-07	 8.32403e-07	-2.58867e-06	 2.07414e-06	-5.14529e-07	-4.31773e-06	 2.49862e-06	-1.81911e-06	-5.11364e-06	 3.72256e-06	-1.39108e-06	-3.86702e-06	 2.50542e-06	-1.36160e-06	-4.20909e-06	 1.43060e-06	-2.77849e-06	-9.42917e-06	 4.89417e-06	-4.53500e-06	-3.95302e-06	-9.88146e-07	-4.94117e-06	-9.54340e-06	 3.98894e-06	-5.55446e-06	-1.66093e-05	 6.38908e-06	-1.02202e-05	-1.07115e-05	 3.72744e-06	-6.98409e-06	-8.67936e-06	 4.63781e-06	-4.04155e-06	-7.71356e-06	 7.22593e-06	-4.87627e-07	-2.77768e-08	-4.01080e-06	-4.03857e-06	-4.43071e-06	 5.97192e-06	 1.54122e-06	-7.61793e-06	 4.61736e-06	-3.00057e-06	-5.88154e-06	 4.03596e-06	-1.84558e-06	-6.13106e-06	 3.25861e-06	-2.87245e-06	-3.41652e-06	 1.58527e-06	-1.83125e-06	-5.65517e-06	-1.66431e-06	-7.31948e-06	-8.64529e-06	 3.02168e-06	-5.62361e-06	-2.42922e-06	 1.37545e-07	-2.29167e-06	-7.04798e-06	 3.54806e-06	-3.49992e-06	-6.50005e-06	 2.43053e-06	-4.06952e-06	-2.34336e-06	 9.48119e-08	-2.24855e-06	-9.60751e-06	 3.58598e-06	-6.02153e-06	-8.27089e-06	 2.70307e-06	-5.56782e-06	-1.56199e-05	 1.09710e-05	-4.64896e-06	 5.15775e-08	-1.63385e-07	-1.11807e-07	-7.52050e-06	 5.19199e-06	-2.32851e-06	-3.14873e-08	 1.85238e-07	 1.53750e-07	 2.37429e-06	-1.91132e-06	 4.62976e-07	-4.75401e-06	 2.67191e-06	-2.08210e-06	-5.78866e-06	 2.49190e-06	-3.29676e-06	-5.51152e-06	 1.95607e-06	-3.55546e-06	 1.98180e-07	-1.33433e-06	-1.13615e-06	
      -4.636	-3.01617e-06	 2.10105e-06	-9.15120e-07	-2.74979e-06	 1.31688e-06	-1.43291e-06	-1.33916e-06	-1.40763e-06	-2.74679e-06	 4.35769e-06	-3.25676e-06	 1.10093e-06	-6.86540e-06	 5.05965e-06	-1.80575e-06	-5.25042e-06	 3.30598e-06	-1.94444e-06	-8.53439e-06	 4.67889e-06	-3.85551e-06	-4.04456e-06	 2.39524e-06	-1.64933e-06	-4.05918e-06	 1.80853e-06	-2.25065e-06	-3.22105e-06	 2.29278e-06	-9.28271e-07	-8.01615e-07	 2.65169e-07	-5.36446e-07	 5.54575e-06	-1.32459e-05	-7.70020e-06	 2.05705e-06	-3.24693e-06	-1.18987e-06	 2.02712e-06	-4.93081e-06	-2.90368e-06	 4.60214e-07	-3.62081e-07	 9.81336e-08	 3.41738e-07	 2.54893e-07	 5.96631e-07	 4.89580e-07	-1.99174e-07	 2.90406e-07	-8.58838e-07	 5.38415e-07	-3.20424e-07	-4.61561e-06	 1.70171e-06	-2.91390e-06	 3.33081e-07	-9.07214e-07	-5.74133e-07	-2.96991e-06	 6.49753e-07	-2.32016e-06	-2.18154e-06	 1.35379e-06	-8.27750e-07	-4.23561e-06	 2.17043e-06	-2.06518e-06	-2.51097e-06	 1.84162e-06	-6.69346e-07	-1.14049e-05	 6.55873e-06	-4.84617e-06	-3.92298e-06	 2.16987e-06	-1.75310e-06	-5.25713e-06	-3.76224e-06	-9.01937e-06	 6.86114e-07	-3.79688e-07	 3.06426e-07	 2.18826e-06	-3.63925e-06	-1.45099e-06	 1.52194e-06	 1.26961e-07	 1.64890e-06	-1.64649e-06	 1.54895e-06	-9.75376e-08	 1.48641e-06	-2.16961e-06	-6.83198e-07	 2.39791e-06	-1.52542e-06	 8.72493e-07	 3.20430e-06	-3.15675e-06	 4.75490e-08	 1.02881e-06	-2.31301e-07	 7.97512e-07	-2.45541e-06	 1.97082e-06	-4.84590e-07	-4.12582e-06	 2.39020e-06	-1.73561e-06	-5.00192e-06	 3.63583e-06	-1.36609e-06	-3.73683e-06	 2.41655e-06	-1.32028e-06	-4.05651e-06	 1.40007e-06	-2.65644e-06	-9.02828e-06	 4.70170e-06	-4.32659e-06	-3.78959e-06	-9.51945e-07	-4.74153e-06	-9.12753e-06	 3.82523e-06	-5.30229e-06	-1.58882e-05	 6.12753e-06	-9.76069e-06	-1.02499e-05	 3.56811e-06	-6.68179e-06	-8.31067e-06	 4.45368e-06	-3.85699e-06	-7.41484e-06	 6.96771e-06	-4.47130e-07	 1.21499e-08	-3.89546e-06	-3.88331e-06	-4.17022e-06	 5.61649e-06	 1.44627e-06	-7.27506e-06	 4.41005e-06	-2.86501e-06	-5.60224e-06	 3.84227e-06	-1.75997e-06	-5.82921e-06	 3.09996e-06	-2.72926e-06	-3.22837e-06	 1.49508e-06	-1.73329e-06	-5.47046e-06	-1.55833e-06	-7.02880e-06	-8.27149e-06	 2.89574e-06	-5.37575e-06	-2.28744e-06	 1.20543e-07	-2.16690e-06	-6.75089e-06	 3.40343e-06	-3.34746e-06	-6.23596e-06	 2.32905e-06	-3.90691e-06	-2.18370e-06	 5.39702e-08	-2.12973e-06	-9.16214e-06	 3.41224e-06	-5.74991e-06	-7.87747e-06	 2.57025e-06	-5.30722e-06	-1.49211e-05	 1.04896e-05	-4.43155e-06	 6.06659e-08	-1.61876e-07	-1.01210e-07	-7.18186e-06	 4.94586e-06	-2.23599e-06	 3.44282e-08	 1.39383e-07	 1.73811e-07	 2.30993e-06	-1.86207e-06	 4.47857e-07	-4.48792e-06	 2.50349e-06	-1.98442e-06	-5.50201e-06	 2.36453e-06	-3.13748e-06	-5.25219e-06	 1.84902e-06	-3.40317e-06	 2.01110e-07	-1.29156e-06	-1.09045e-06	
